Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,genre_pull
Hotel Transylvania 2,(2015),PG,89 min,"
Animation, Adventure, Comedy            ","
Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.","

6.7
","
44        
        Metascore
            ","122,526",$169.70M,comedy
Bridesmaids,(I) (2011),R,125 min,"
Comedy, Romance            ","
Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.","

6.8
","
75        
        Metascore
            ","286,278",$169.11M,comedy
Wild Hogs,(2007),PG-13,100 min,"
Action, Adventure, Comedy            ","
A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.","

5.9
","
27        
        Metascore
            ","117,624",$168.27M,comedy
Three Men and a Baby,(1987),PG,102 min,"
Comedy, Drama, Family            ","
Three bachelors find themselves forced to take care of a baby left by one of the guys' girlfriends.","

6.1
","
61        
        Metascore
            ","52,548",$167.78M,comedy
Hotel Transylvania 3: Summer Vacation,(2018),PG,97 min,"
Animation, Adventure, Comedy            ","
Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.","

6.3
","
54        
        Metascore
            ","70,246",$167.51M,comedy
Meet the Parents,(2000),PG-13,108 min,"
Comedy, Romance            ","
Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.","

7.0
","
73        
        Metascore
            ","327,846",$166.24M,comedy
Knives Out,(2019),PG-13,130 min,"
Comedy, Crime, Drama            ","
A detective investigates the death of the patriarch of an eccentric, combative family.","

7.9
","
82        
        Metascore
            ","580,798",$165.36M,comedy
Kung Fu Panda 2,(2011),PG,90 min,"
Animation, Action, Adventure            ","
Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.","

7.2
","
67        
        Metascore
            ","274,312",$165.25M,comedy
The Proposal,(I) (2009),PG-13,108 min,"
Comedy, Drama, Romance            ","
A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.","

6.7
","
48        
        Metascore
            ","318,562",$163.96M,comedy
Big Daddy,(1999),PG-13,93 min,"
Comedy, Drama            ","
A lazy law-school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.","

6.4
","
41        
        Metascore
            ","212,050",$163.48M,comedy
The SpongeBob Movie: Sponge Out of Water,(2015),PG,92 min,"
Animation, Adventure, Comedy            ","
When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.","

6.0
","
62        
        Metascore
            ","53,896",$162.99M,comedy
A Bug's Life,(1998),G,95 min,"
Animation, Adventure, Comedy            ","
A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.","

7.2
","
77        
        Metascore
            ","284,600",$162.80M,comedy
Grown Ups,(I) (2010),PG-13,102 min,"
Comedy            ","
After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.","

5.9
","
30        
        Metascore
            ","244,891",$162.00M,comedy
The Waterboy,(1998),PG-13,90 min,"
Comedy, Sport            ","
A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.","

6.1
","
41        
        Metascore
            ","159,944",$161.49M,comedy
Ice Age: Continental Drift,(2012),PG,88 min,"
Animation, Adventure, Comedy            ","
Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.","

6.5
","
49        
        Metascore
            ","204,446",$161.32M,comedy
Shark Tale,(2004),PG,90 min,"
Animation, Adventure, Comedy            ","
When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.","

6.0
","
48        
        Metascore
            ","178,432",$160.86M,comedy
How to Train Your Dragon: The Hidden World,(2019),PG,104 min,"
Animation, Action, Adventure            ","
When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.","

7.4
","
71        
        Metascore
            ","121,378",$160.80M,comedy
The Sting,(1973),PG,129 min,"
Comedy, Crime, Drama            ","
Two grifters team up to pull off the ultimate con.","

8.3
","
83        
        Metascore
            ","255,946",$159.60M,comedy
The Heat,(I) (2013),R,117 min,"
Action, Comedy, Crime            ","
An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.","

6.6
","
60        
        Metascore
            ","169,516",$159.58M,comedy
The Secret Life of Pets 2,(2019),PG,86 min,"
Animation, Adventure, Comedy            ","
Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.","

6.5
","
55        
        Metascore
            ","59,582",$158.87M,comedy
The Longest Yard,(2005),PG-13,113 min,"
Comedy, Crime, Sport            ","
Prison inmates form a football team to challenge the prison guards.","

6.4
","
48        
        Metascore
            ","175,158",$158.12M,comedy
Scary Movie,(2000),R,88 min,"
Comedy            ","
A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.","

6.2
","
48        
        Metascore
            ","253,055",$157.02M,comedy
Who Framed Roger Rabbit,(1988),PG,104 min,"
Animation, Adventure, Comedy            ","
A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.","

7.7
","
83        
        Metascore
            ","195,565",$156.45M,comedy
Over the Hedge,(2006),PG,83 min,"
Animation, Adventure, Comedy            ","
A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.","

6.7
","
67        
        Metascore
            ","170,963",$155.02M,comedy
Horton Hears a Who!,(2008),G,86 min,"
Animation, Adventure, Comedy            ","
Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.","

6.8
","
71        
        Metascore
            ","137,493",$154.53M,comedy
Jerry Maguire,(1996),R,139 min,"
Comedy, Drama, Romance            ","
When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.","

7.3
","
77        
        Metascore
            ","258,416",$153.95M,comedy
Trolls,(2016),PG,92 min,"
Animation, Adventure, Comedy            ","
After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.","

6.5
","
55        
        Metascore
            ","79,435",$153.71M,comedy
Beverly Hills Cop II,(1987),R,100 min,"
Action, Comedy, Crime            ","
Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.","

6.5
","
48        
        Metascore
            ","117,095",$153.67M,comedy
Scooby-Doo,(2002),PG,86 min,"
Adventure, Comedy, Family            ","
After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.","

5.2
","
35        
        Metascore
            ","109,046",$153.29M,comedy
Cars 3,(2017),G,102 min,"
Animation, Adventure, Comedy            ","
Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.","

6.7
","
59        
        Metascore
            ","91,687",$152.90M,comedy
Sex and the City,(2008),R,145 min,"
Comedy, Drama, Romance            ","
A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.","

5.7
","
53        
        Metascore
            ","121,163",$152.65M,comedy
Runaway Bride,(1999),PG,116 min,"
Comedy, Romance            ","
A reporter is assigned to write a story about a woman who has left a string of fiancés at the altar.","

5.6
","
39        
        Metascore
            ","97,541",$152.26M,comedy
La La Land,(2016),PG-13,128 min,"
Comedy, Drama, Music            ","
While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.","

8.0
","
94        
        Metascore
            ","559,959",$151.10M,comedy
We're the Millers,(2013),R,110 min,"
Comedy, Crime            ","
A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.","

7.0
","
44        
        Metascore
            ","435,471",$150.39M,comedy
