Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Jimmy Neutron: Boy Genius,2001,G,21 Dec 2001,82 min,"Animation, Action, Adventure",John A. Davis,"John A. Davis, David N. Weiss, J. David Stem","Debi Derryberry, Rob Paulsen, Megan Cavanagh",An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.,English,United States,Nominated for 1 Oscar. 6 nominations total,https://m.media-amazon.com/images/M/MV5BMzczYzM4MmMtMTEyYi00ZGRmLWE2OTMtZmNhYTdiYjQ4NDUxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",65,6.0,"33,550",tt0268397,movie,02 Jul 2002,"$80,936,232",N/A,N/A,True
Fiddler on the Roof,1971,G,03 Nov 1971,181 min,"Drama, Family, Musical",Norman Jewison,"Sholom Aleichem, Arnold Perl, Joseph Stein","Topol, Norma Crane, Leonard Frey","In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.","English, Hebrew, Russian",United States,Won 3 Oscars. 9 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BODQ5NGUzMzQtZTJjZC00MTk0LThjNmMtYzRjMjI1YTZiNmM5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",67,8.0,"42,597",tt0067093,movie,12 Dec 2006,"$10,404,330",N/A,N/A,True
Zookeeper,2011,PG,08 Jul 2011,102 min,"Comedy, Family, Fantasy",Frank Coraci,"Nick Bakay, Rock Reuben, Kevin James","Kevin James, Rosario Dawson, Leslie Bibb","A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTMyNjYyODk0Ml5BMl5BanBnXkFtZTcwNDUzOTczNQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",30,5.2,"60,427",tt1222817,movie,11 Oct 2011,"$80,360,843",N/A,N/A,True
Nacho Libre,2006,PG,16 Jun 2006,92 min,"Comedy, Family, Sport",Jared Hess,"Jared Hess, Jerusha Hess, Mike White","Jack Black, Ana de la Reguera, Héctor Jiménez","Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).","English, Spanish",United States,1 win & 11 nominations,https://m.media-amazon.com/images/M/MV5BN2ZkNDgxMjMtZmRiYS00MzFkLTk5ZjgtZDJkZWMzYmUxYjg4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",52,5.8,"86,114",tt0457510,movie,24 Oct 2006,"$80,197,993",N/A,N/A,True
Hannah Montana: The Movie,2009,G,10 Apr 2009,102 min,"Comedy, Drama, Family",Peter Chelsom,"Dan Berendsen, Michael Poryes, Richard Correll","Miley Cyrus, Emily Osment, Billy Ray Cyrus","As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most.",English,United States,6 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTkxNjUxODY3NF5BMl5BanBnXkFtZTcwMjQyMzMzMg@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.6/10'}",47,4.6,"41,849",tt1114677,movie,18 Aug 2009,"$79,576,189",N/A,N/A,True
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,PG,22 Mar 1991,88 min,"Action, Adventure, Comedy",Michael Pressman,"Kevin Eastman, Peter Laird, Todd W. Langen","Paige Turco, David Warner, Michelan Sisti","The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",English,"United States, Hong Kong",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BODdkMTk5ODMtYjhkMS00MGNlLThkMmItYjRjMTc2ZWY1OWIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",45,6.0,"55,069",tt0103060,movie,03 Sep 2002,"$78,656,813",N/A,N/A,True
Free Willy,1993,PG,16 Jul 1993,112 min,"Adventure, Drama, Family",Simon Wincer,"Keith Walker, Corey Blechman","Jason James Richter, Lori Petty, Michael Madsen","When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.",English,"United States, Mexico",7 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjZmZjM1NWEtYTllYy00NmIyLWEzN2EtZmQ5Yjk1ODAyZmE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",79,6.0,"74,350",tt0106965,movie,28 Jan 2003,"$77,698,625",N/A,N/A,True
The Adventures of Tintin,2011,PG,21 Dec 2011,107 min,"Animation, Action, Adventure",Steven Spielberg,"Hergé, Steven Moffat, Edgar Wright","Jamie Bell, Andy Serkis, Daniel Craig",Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,English,"United States, New Zealand, United Kingdom, France, Australia",Nominated for 1 Oscar. 22 wins & 63 nominations total,https://m.media-amazon.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",68,7.3,"226,942",tt0983193,movie,13 Mar 2012,"$77,591,831",N/A,N/A,True
Parental Guidance,2012,PG,25 Dec 2012,105 min,"Comedy, Family",Andy Fickman,"Lisa Addario, Joe Syracuse","Billy Crystal, Bette Midler, Marisa Tomei",Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMzkyNDExOTA1Nl5BMl5BanBnXkFtZTcwNjgzODE4OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",36,6.0,"25,731",tt1047540,movie,26 Mar 2013,"$77,267,296",N/A,N/A,True
Where the Wild Things Are,2009,PG,16 Oct 2009,101 min,"Adventure, Drama, Family",Spike Jonze,"Spike Jonze, Dave Eggers, Maurice Sendak","Max Records, Catherine O'Hara, Forest Whitaker","Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.",English,"Germany, United States, Australia",7 wins & 54 nominations,https://m.media-amazon.com/images/M/MV5BNzQ1NzAwODEwM15BMl5BanBnXkFtZTcwNTE4MjI4Mg@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",71,6.7,"103,734",tt0386117,movie,02 Mar 2010,"$77,233,467",N/A,N/A,True
Dolittle,2020,PG,17 Jan 2020,101 min,"Adventure, Comedy, Family",Stephen Gaghan,"Stephen Gaghan, Dan Gregor, Doug Mand","Robert Downey Jr., Antonio Banderas, Michael Sheen",A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.,"English, French","United States, China, United Kingdom, Japan",3 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMDNkODA5ZGQtODczOS00OTQxLThhMTItMjk0ZmNhMDM0YjNmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",26,5.6,"60,213",tt6673612,movie,24 Mar 2020,"$77,047,065",N/A,N/A,True
Alice Through the Looking Glass,2016,PG,27 May 2016,113 min,"Adventure, Family, Fantasy",James Bobin,"Linda Woolverton, Lewis Carroll","Mia Wasikowska, Johnny Depp, Helena Bonham Carter",Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.,English,United States,4 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BMTc2NjExMTIyN15BMl5BanBnXkFtZTgwMjg0OTIwODE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",34,6.2,"103,310",tt2567026,movie,18 Oct 2016,"$77,041,381",N/A,N/A,True
The Muppet Movie,1979,G,22 Jun 1979,95 min,"Adventure, Comedy, Family",James Frawley,"Jerry Juhl, Jack Burns","Jim Henson, Frank Oz, Jerry Nelson","Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",English,"United Kingdom, United States",Nominated for 2 Oscars. 3 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMGQ0OGM5YjItYzYyMi00NmVmLWI3ODMtMTY2NGRkZmI5MWU2XkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",74,7.6,"35,365",tt0079588,movie,29 Nov 2005,"$65,810,475",N/A,N/A,True
Father of the Bride Part II,1995,PG,08 Dec 1995,106 min,"Comedy, Family, Romance",Charles Shyer,"Albert Hackett, Frances Goodrich, Nancy Meyers","Steve Martin, Diane Keaton, Martin Short","George Banks must deal not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTEyNzg5NjYtNDU4OS00MWYxLWJhMTItYWU4NTkyNDBmM2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",49,6.0,"37,331",tt0113041,movie,25 Jan 2005,"$76,594,107",N/A,N/A,True
Fantasia,1940,G,19 Sep 1941,125 min,"Animation, Family, Fantasy","James Algar, Samuel Armstrong, Ford Beebe Jr.","Joe Grant, Dick Huemer, Lee Blair","Leopold Stokowski, Deems Taylor, The Philadelphia Orchestra","A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.",English,United States,Won 2 Oscars. 8 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMjAxMTI1Njk3OF5BMl5BanBnXkFtZTgwNjkzODk4NTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",96,7.7,"93,682",tt0032455,movie,20 Feb 2007,"$76,408,097",N/A,N/A,True
Paddington,2014,PG,16 Jan 2015,95 min,"Adventure, Comedy, Family",Paul King,"Paul King, Hamish McColl, Michael Bond","Hugh Bonneville, Sally Hawkins, Julie Walters","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",English,"United Kingdom, France, United States, China",Nominated for 2 BAFTA Film 3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTAxOTMwOTkwNDZeQTJeQWpwZ15BbWU4MDEyMTI1NjMx._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",77,7.3,"109,661",tt1109624,movie,28 Apr 2015,"$76,271,832",N/A,N/A,True
Titanic,1997,PG-13,19 Dec 1997,194 min,"Drama, Romance",James Cameron,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.","English, Swedish, Italian, French","United States, Mexico",Won 11 Oscars. 125 wins & 83 nominations total,https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",75,7.8,"1,122,277",tt0120338,movie,08 Jan 2002,"$659,363,944",N/A,N/A,True
Forrest Gump,1994,PG-13,06 Jul 1994,142 min,"Drama, Romance",Robert Zemeckis,"Winston Groom, Eric Roth","Tom Hanks, Robin Wright, Gary Sinise","The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweeth",English,United States,Won 6 Oscars. 50 wins & 75 nominations total,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.8/10'}",82,8.8,"1,967,601",tt0109830,movie,28 Aug 2001,"$330,455,270",N/A,N/A,True
The Twilight Saga: Eclipse,2010,PG-13,30 Jun 2010,124 min,"Action, Adventure, Drama",David Slade,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Taylor Lautner","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",English,United States,22 wins & 34 nominations,https://m.media-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.0/10'}",58,5.0,"240,345",tt1325004,movie,04 Dec 2010,"$300,531,751",N/A,N/A,True
The Twilight Saga: New Moon,2009,PG-13,20 Nov 2009,130 min,"Adventure, Drama, Fantasy",Chris Weitz,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Taylor Lautner","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.","English, Italian",United States,20 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.8/10'}",44,4.8,"278,369",tt1259571,movie,20 Mar 2010,"$297,816,253",N/A,N/A,True
The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,16 Nov 2012,115 min,"Adventure, Drama, Fantasy",Bill Condon,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Taylor Lautner","After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",English,United States,Nominated for 1 BAFTA Film Award21 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",52,5.5,"243,304",tt1673434,movie,11 Feb 2012,"$292,324,737",N/A,N/A,True
The Twilight Saga: Breaking Dawn - Part 1,2011,PG-13,18 Nov 2011,117 min,"Adventure, Drama, Fantasy",Bill Condon,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Taylor Lautner","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.","English, Portuguese",United States,11 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BODgxNDE0OTAzOF5BMl5BanBnXkFtZTcwNzcwODE2Ng@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.9/10'}",45,4.9,"235,178",tt1324999,movie,11 Feb 2012,"$281,287,133",N/A,N/A,True
Cast Away,2000,PG-13,22 Dec 2000,143 min,"Adventure, Drama, Romance",Robert Zemeckis,William Broyles Jr.,"Tom Hanks, Helen Hunt, Paul Sanchez",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,"English, Russian",United States,Nominated for 2 Oscars. 15 wins & 38 nominations total,https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",73,7.8,"569,447",tt0162222,movie,06 Nov 2001,"$233,632,142",N/A,N/A,True
King Kong,2005,PG-13,14 Dec 2005,187 min,"Action, Adventure, Drama",Peter Jackson,"Fran Walsh, Philippa Boyens, Peter Jackson","Naomi Watts, Jack Black, Adrien Brody","A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",English,"United States, New Zealand, Germany",Won 3 Oscars. 46 wins & 104 nominations total,https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",81,7.2,"413,134",tt0360717,movie,28 Mar 2006,"$218,080,025",N/A,N/A,True
Ghost,1990,PG-13,13 Jul 1990,127 min,"Drama, Fantasy, Romance",Jerry Zucker,Bruce Joel Rubin,"Patrick Swayze, Demi Moore, Whoopi Goldberg","After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",English,United States,Won 2 Oscars. 18 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMmE4ZjI3YzctNjM0YS00MjBlLWFmYjItNDRiNTk0ZmRkYjVjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",52,7.1,"210,818",tt0099653,movie,24 Apr 2001,"$217,631,306",N/A,N/A,True
A Star Is Born,2018,R,05 Oct 2018,136 min,"Drama, Music, Romance",Bradley Cooper,"Eric Roth, Bradley Cooper, Will Fetters","Lady Gaga, Bradley Cooper, Sam Elliott",A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,English,United States,Won 1 Oscar. 95 wins & 280 nominations total,https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",88,7.6,"368,306",tt1517451,movie,19 Feb 2019,"$215,288,866",N/A,N/A,True
Gone with the Wind,1939,Passed,17 Jan 1940,238 min,"Drama, History, Romance","Victor Fleming, George Cukor, Sam Wood","Margaret Mitchell, Sidney Howard, Oliver H.P. Garrett","Clark Gable, Vivien Leigh, Thomas Mitchell",The manipulative daughter of a Georgia plantation owner conducts a turbulent romance with a roguish profiteer during the American Civil War and Reconstruction periods.,English,United States,Won 10 Oscars. 21 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",97,8.1,"307,474",tt0031381,movie,17 Nov 2009,"$200,852,579",N/A,N/A,True
Pearl Harbor,2001,PG-13,25 May 2001,183 min,"Action, Drama, History",Michael Bay,Randall Wallace,"Ben Affleck, Kate Beckinsale, Josh Hartnett",A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,"English, Japanese, French",United States,Won 1 Oscar. 14 wins & 51 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",44,6.2,"325,553",tt0213149,movie,24 Apr 2001,"$198,542,554",N/A,N/A,True
Fifty Shades of Grey,2015,R,13 Feb 2015,125 min,"Drama, Romance, Thriller",Sam Taylor-Johnson,"Kelly Marcel, E.L. James","Dakota Johnson, Jamie Dornan, Jennifer Ehle","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",English,United States,Nominated for 1 Oscar. 9 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.1/10'}",46,4.1,"311,913",tt2322441,movie,08 May 2015,"$166,167,230",N/A,N/A,True
Robin Hood: Prince of Thieves,1991,PG-13,14 Jun 1991,143 min,"Action, Adventure, Drama",Kevin Reynolds,"Pen Densham, John Watson","Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio",Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.,"English, Arabic",United States,Nominated for 1 Oscar. 16 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BODM3MjA3NDM3M15BMl5BanBnXkFtZTgwMDc1NjUwMjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",51,6.9,"189,415",tt0102798,movie,26 May 2009,"$165,493,908",N/A,N/A,True
The Great Gatsby,2013,PG-13,10 May 2013,143 min,"Drama, Romance",Baz Luhrmann,"Baz Luhrmann, Craig Pearce, F. Scott Fitzgerald","Leonardo DiCaprio, Carey Mulligan, Joel Edgerton","A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.",English,"Australia, United States",Won 2 Oscars. 50 wins & 86 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",55,7.2,"520,028",tt1343092,movie,27 Aug 2013,"$144,840,419",N/A,N/A,True
Slumdog Millionaire,2008,R,25 Dec 2008,120 min,"Drama, Romance","Danny Boyle, Loveleen Tandan","Simon Beaufoy, Vikas Swarup","Dev Patel, Freida Pinto, Saurabh Shukla","A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","English, Hindi, French, German","United Kingdom, United States",Won 8 Oscars. 153 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",84,8.0,"828,670",tt1010048,movie,31 Mar 2009,"$141,319,928",N/A,N/A,True
Good Will Hunting,1997,R,09 Jan 1998,126 min,"Drama, Romance",Gus Van Sant,"Matt Damon, Ben Affleck","Robin Williams, Matt Damon, Ben Affleck","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",English,United States,Won 2 Oscars. 24 wins & 61 nominations total,https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.3/10'}",70,8.3,"925,632",tt0119217,movie,08 Dec 1998,"$138,433,435",N/A,N/A,True
An Officer and a Gentleman,1982,R,13 Aug 1982,124 min,"Drama, Romance",Taylor Hackford,Douglas Day Stewart,"Richard Gere, Debra Winger, David Keith","A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend.","English, Filipino",United States,Won 2 Oscars. 9 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNTM5NmY2MTktODRiMS00NTQwLTk2ODEtZTFhYjAyMTZmMTc5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",75,7.0,"55,186",tt0084434,movie,08 Jan 2002,"$129,795,554",N/A,N/A,True
"Crouching Tiger, Hidden Dragon",2000,PG-13,12 Jan 2001,120 min,"Action, Adventure, Drama",Ang Lee,"Hui-Ling Wang, James Schamus, Kuo Jung Tsai","Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,"Chinese, Mandarin","Taiwan, Hong Kong, United States, China",Won 4 Oscars. 102 wins & 134 nominations total,https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",94,7.8,"264,120",tt0190332,movie,05 Jun 2001,"$128,078,872",N/A,N/A,True
