Title,Release Year,Certificate,Genres,IMDB Rating,Votes,Gross Revenue,genre_pull
The Secret Life of Pets,(2016),PG,"
Animation, Adventure, Comedy            ","

6.5
","196,494",$368.38M,family
Despicable Me 2,(2013),PG,"
Animation, Adventure, Comedy            ","

7.3
","388,856",$368.06M,family
The Jungle Book,(2016),PG,"
Adventure, Drama, Family            ","

7.4
","271,923",$364.00M,family
Inside Out,(I) (2015),PG,"
Animation, Adventure, Comedy            ","

8.2
","678,629",$356.46M,family
Aladdin,(2019),PG,"
Adventure, Comedy, Family            ","

6.9
","254,360",$355.56M,family
Zootopia,(2016),PG,"
Animation, Adventure, Comedy            ","

8.0
","475,523",$341.27M,family
Minions,(2015),PG,"
Animation, Adventure, Comedy            ","

6.4
","227,358",$336.05M,family
Alice in Wonderland,(I) (2010),PG,"
Adventure, Family, Fantasy            ","

6.4
","403,956",$334.19M,family
Shrek the Third,(2007),PG,"
Animation, Adventure, Comedy            ","

6.1
","297,971",$320.71M,family
Harry Potter and the Sorcerer's Stone,(2001),PG,"
Adventure, Family, Fantasy            ","

7.6
","743,647",$317.58M,family
Harry Potter and the Half-Blood Prince,(2009),PG,"
Action, Adventure, Family            ","

7.6
","521,665",$301.96M,family
Harry Potter and the Deathly Hallows: Part 1,(2010),PG-13,"
Adventure, Family, Fantasy            ","

7.7
","524,850",$295.98M,family
Up,(2009),PG,"
Animation, Adventure, Comedy            ","

8.3
","1,003,864",$293.00M,family
Harry Potter and the Order of the Phoenix,(2007),PG-13,"
Action, Adventure, Family            ","

7.5
","557,554",$292.00M,family
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",(2005),PG,"
Adventure, Family, Fantasy            ","

6.9
","387,618",$291.71M,family
Harry Potter and the Goblet of Fire,(2005),PG-13,"
Adventure, Family, Fantasy            ","

7.7
","600,755",$290.01M,family
"Monsters, Inc.",(2001),G,"
Animation, Adventure, Comedy            ","

8.1
","874,494",$289.92M,family
Home Alone,(1990),PG,"
Comedy, Family            ","

7.7
","548,860",$285.76M,family
The Grinch,(2018),PG,"
Animation, Adventure, Comedy            ","

6.3
","67,342",$270.62M,family
Sing,(2016),PG,"
Animation, Comedy, Family            ","

7.1
","159,044",$270.40M,family
Monsters University,(2013),G,"
Animation, Adventure, Comedy            ","

7.3
","346,854",$268.49M,family
Shrek,(2001),PG,"
Animation, Adventure, Comedy            ","

7.9
","653,335",$267.67M,family
Despicable Me 3,(2017),PG,"
Animation, Adventure, Comedy            ","

6.3
","127,536",$264.62M,family
Harry Potter and the Chamber of Secrets,(2002),PG,"
Adventure, Family, Fantasy            ","

7.4
","608,214",$261.99M,family
The Incredibles,(2004),PG,"
Animation, Action, Adventure            ","

8.1
","698,847",$261.44M,family
How the Grinch Stole Christmas,(2000),PG,"
Comedy, Family, Fantasy            ","

6.2
","238,809",$260.04M,family
The Lego Movie,(2014),PG,"
Animation, Action, Adventure            ","

7.7
","342,694",$257.76M,family
Despicable Me,(2010),PG,"
Animation, Adventure, Comedy            ","

7.6
","529,061",$251.51M,family
Night at the Museum,(2006),PG,"
Adventure, Comedy, Family            ","

6.4
","336,654",$250.86M,family
Harry Potter and the Prisoner of Azkaban,(2004),PG,"
Adventure, Family, Fantasy            ","

7.9
","607,331",$249.36M,family
Moana,(I) (2016),PG,"
Animation, Adventure, Comedy            ","

7.6
","314,668",$248.76M,family
Toy Story 2,(1999),G,"
Animation, Adventure, Comedy            ","

7.9
","561,292",$245.85M,family
Cars,(2006),G,"
Animation, Adventure, Comedy            ","

7.2
","400,716",$244.08M,family
Maleficent,(2014),PG,"
Adventure, Family, Fantasy            ","

7.0
","366,015",$241.41M,family
Shrek Forever After,(2010),PG,"
Animation, Adventure, Comedy            ","

6.3
","198,069",$238.37M,family
Brave,(2012),PG,"
Animation, Adventure, Comedy            ","

7.1
","398,265",$237.28M,family
Oz the Great and Powerful,(2013),PG,"
Adventure, Family, Fantasy            ","

6.3
","205,345",$234.91M,family
Fantastic Beasts and Where to Find Them,(2016),PG-13,"
Adventure, Family, Fantasy            ","

7.3
","445,059",$234.04M,family
WALL·E,(2008),G,"
Animation, Adventure, Family            ","

8.4
","1,072,810",$223.81M,family
Big Hero 6,(2014),PG,"
Animation, Action, Adventure            ","

7.8
","443,130",$222.53M,family
Alvin and the Chipmunks: The Squeakquel,(2009),PG,"
Animation, Adventure, Comedy            ","

4.5
","47,756",$219.61M,family
Beauty and the Beast,(1991),G,"
Animation, Family, Fantasy            ","

8.1
","436,632",$218.97M,family
How to Train Your Dragon,(2010),PG,"
Animation, Action, Adventure            ","

8.1
","712,391",$217.58M,family
Aladdin,(1992),G,"
Animation, Adventure, Comedy            ","

8.1
","396,569",$217.35M,family
Alvin and the Chipmunks,(2007),PG,"
Animation, Adventure, Comedy            ","

5.2
","83,164",$217.33M,family
Madagascar 3: Europe's Most Wanted,(2012),PG,"
Animation, Adventure, Comedy            ","

6.8
","175,776",$216.39M,family
Kung Fu Panda,(2008),PG,"
Animation, Action, Adventure            ","

7.6
","450,914",$215.43M,family
The Lorax,(2012),PG,"
Animation, Adventure, Comedy            ","

6.4
","108,536",$214.03M,family
Coco,(I) (2017),PG,"
Animation, Adventure, Comedy            ","

8.4
","466,098",$209.73M,family
Charlie and the Chocolate Factory,(2005),PG,"
Adventure, Comedy, Family            ","

6.7
","461,310",$206.46M,family
Ratatouille,(2007),G,"
Animation, Adventure, Comedy            ","

8.1
","690,285",$206.45M,family
Cinderella,(I) (2015),PG,"
Adventure, Drama, Family            ","

6.9
","173,080",$201.15M,family
Ralph Breaks the Internet,(2018),PG,"
Animation, Adventure, Comedy            ","

7.0
","151,964",$201.09M,family
Tangled,(2010),PG,"
Animation, Adventure, Comedy            ","

7.8
","435,787",$200.82M,family
Monsters vs. Aliens,(2009),PG,"
Animation, Action, Adventure            ","

6.5
","157,690",$198.35M,family
Happy Feet,(2006),PG,"
Animation, Adventure, Comedy            ","

6.4
","181,242",$198.00M,family
Ice Age: Dawn of the Dinosaurs,(2009),PG,"
Animation, Adventure, Comedy            ","

6.9
","238,744",$196.57M,family
Ice Age: The Meltdown,(2006),PG,"
Animation, Adventure, Comedy            ","

6.8
","271,520",$195.33M,family
Madagascar,(2005),PG,"
Animation, Adventure, Comedy            ","

6.9
","390,304",$193.60M,family
Toy Story,(1995),G,"
Animation, Adventure, Comedy            ","

8.3
","953,675",$191.80M,family
Cars 2,(2011),G,"
Animation, Adventure, Comedy            ","

6.2
","178,897",$191.45M,family
Spider-Man: Into the Spider-Verse,(2018),PG,"
Animation, Action, Adventure            ","

8.4
","475,429",$190.24M,family
Wreck-It Ralph,(2012),PG,"
Animation, Adventure, Comedy            ","

7.7
","407,481",$189.42M,family
The Croods,(2013),PG,"
Animation, Adventure, Comedy            ","

7.2
","208,474",$187.17M,family
Snow White and the Seven Dwarfs,(1937),Approved,"
Animation, Adventure, Family            ","

7.6
","193,876",$184.93M,family
The Polar Express,(2004),G,"
Animation, Adventure, Comedy            ","

6.6
","200,046",$183.37M,family
Madagascar: Escape 2 Africa,(2008),PG,"
Animation, Adventure, Comedy            ","

6.7
","220,293",$180.01M,family
Home,(II) (2015),PG,"
Animation, Adventure, Comedy            ","

6.6
","99,802",$177.40M,family
Night at the Museum: Battle of the Smithsonian,(2009),PG,"
Adventure, Comedy, Family            ","

6.0
","190,679",$177.24M,family
How to Train Your Dragon 2,(2014),PG,"
Animation, Action, Adventure            ","

7.8
","324,555",$177.00M,family
The Karate Kid,(2010),PG,"
Action, Drama, Family            ","

6.2
","176,723",$176.59M,family
Ice Age,(2002),PG,"
Animation, Adventure, Comedy            ","

7.5
","469,232",$176.39M,family
The Lego Batman Movie,(2017),PG,"
Animation, Action, Adventure            ","

7.3
","142,710",$175.75M,family
The Boss Baby,(2017),PG,"
Animation, Adventure, Comedy            ","

6.3
","121,667",$175.00M,family
Home Alone 2: Lost in New York,(1992),PG,"
Adventure, Comedy, Crime            ","

6.8
","342,495",$173.59M,family
Elf,(2003),PG,"
Adventure, Comedy, Family            ","

7.0
","259,637",$173.40M,family
Mary Poppins Returns,(2018),PG,"
Adventure, Comedy, Family            ","

6.7
","85,783",$171.96M,family
Tarzan,(1999),G,"
Animation, Adventure, Comedy            ","

7.3
","218,710",$171.09M,family
Hotel Transylvania 2,(2015),PG,"
Animation, Adventure, Comedy            ","

6.7
","122,180",$169.70M,family
Three Men and a Baby,(1987),PG,"
Comedy, Drama, Family            ","

6.1
","52,468",$167.78M,family
Hotel Transylvania 3: Summer Vacation,(2018),PG,"
Animation, Adventure, Comedy            ","

6.3
","69,928",$167.51M,family
Kung Fu Panda 2,(2011),PG,"
Animation, Action, Adventure            ","

7.2
","273,684",$165.25M,family
The Sound of Music,(1965),G,"
Biography, Drama, Family            ","

8.1
","222,895",$163.21M,family
The SpongeBob Movie: Sponge Out of Water,(2015),PG,"
Animation, Adventure, Comedy            ","

6.0
","53,792",$162.99M,family
A Bug's Life,(1998),G,"
Animation, Adventure, Comedy            ","

7.2
","284,065",$162.80M,family
Ice Age: Continental Drift,(2012),PG,"
Animation, Adventure, Comedy            ","

6.5
","204,089",$161.32M,family
Shark Tale,(2004),PG,"
Animation, Adventure, Comedy            ","

6.0
","178,142",$160.86M,family
How to Train Your Dragon: The Hidden World,(2019),PG,"
Animation, Action, Adventure            ","

7.4
","120,909",$160.80M,family
Fantastic Beasts: The Crimes of Grindelwald,(2018),PG-13,"
Adventure, Family, Fantasy            ","

6.5
","252,935",$159.56M,family
The Secret Life of Pets 2,(2019),PG,"
Animation, Adventure, Comedy            ","

6.5
","59,408",$158.87M,family
Who Framed Roger Rabbit,(1988),PG,"
Animation, Adventure, Comedy            ","

7.7
","195,254",$156.45M,family
Over the Hedge,(2006),PG,"
Animation, Adventure, Comedy            ","

6.7
","170,617",$155.02M,family
Horton Hears a Who!,(2008),G,"
Animation, Adventure, Comedy            ","

6.8
","137,275",$154.53M,family
Trolls,(2016),PG,"
Animation, Adventure, Comedy            ","

6.5
","79,251",$153.71M,family
Scooby-Doo,(2002),PG,"
Adventure, Comedy, Family            ","

5.2
","108,739",$153.29M,family
Cars 3,(2017),G,"
Animation, Adventure, Comedy            ","

6.7
","91,163",$152.90M,family
Daddy's Home,(2015),PG-13,"
Comedy, Family            ","

6.1
","117,288",$150.36M,family
Puss in Boots,(2011),PG,"
Animation, Adventure, Comedy            ","

6.6
","154,342",$149.26M,family
Megamind,(2010),PG,"
Animation, Action, Comedy            ","

7.3
","249,526",$148.42M,family
Hotel Transylvania,(2012),PG,"
Animation, Comedy, Family            ","

7.1
","246,690",$148.31M,family
Lilo & Stitch,(2002),PG,"
Animation, Adventure, Comedy            ","

7.3
","182,970",$145.79M,family
One Hundred and One Dalmatians,(1961),G,"
Animation, Adventure, Comedy            ","

7.3
","163,581",$144.88M,family
The Santa Clause,(1994),PG,"
Comedy, Drama, Family            ","

6.5
","113,193",$144.83M,family
Doctor Dolittle,(1998),PG-13,"
Comedy, Family, Fantasy            ","

5.4
","96,099",$144.16M,family
Pokémon Detective Pikachu,(2019),PG,"
Action, Adventure, Comedy            ","

6.6
","155,132",$144.11M,family
Rio,(2011),G,"
Animation, Adventure, Comedy            ","

6.9
","221,055",$143.62M,family
Kung Fu Panda 3,(2016),PG,"
Animation, Action, Adventure            ","

7.1
","150,406",$143.53M,family
Marley & Me,(2008),PG,"
Comedy, Drama, Family            ","

7.1
","155,227",$143.15M,family
The Smurfs,(2011),PG,"
Animation, Adventure, Comedy            ","

5.4
","88,666",$142.61M,family
The Jungle Book,(1967),G,"
Animation, Adventure, Comedy            ","

7.6
","177,147",$141.84M,family
The Chronicles of Narnia: Prince Caspian,(2008),PG,"
Action, Adventure, Family            ","

6.5
","205,990",$141.62M,family
Pocahontas,(I) (1995),G,"
Animation, Adventure, Drama            ","

6.7
","181,703",$141.60M,family
Stuart Little,(1999),PG,"
Adventure, Comedy, Family            ","

6.0
","132,028",$140.04M,family
Sister Act,(1992),PG,"
Comedy, Family, Music            ","

6.5
","96,297",$139.61M,family
The Santa Clause 2,(2002),G,"
Comedy, Family, Fantasy            ","

5.7
","56,271",$139.24M,family
Cheaper by the Dozen,(2003),PG,"
Comedy, Family            ","

5.9
","99,903",$138.61M,family
A Christmas Carol,(2009),PG,"
Animation, Adventure, Comedy            ","

6.8
","112,471",$137.86M,family
Dinosaur,(2000),PG,"
Animation, Adventure, Drama            ","

6.4
","58,819",$137.75M,family
101 Dalmatians,(1996),G,"
Adventure, Comedy, Crime            ","

5.7
","109,612",$136.19M,family
Chicken Little,(2005),G,"
Animation, Adventure, Comedy            ","

5.7
","90,683",$135.39M,family
Teenage Mutant Ninja Turtles,(1990),PG,"
Action, Adventure, Comedy            ","

6.8
","91,942",$135.27M,family
Alvin and the Chipmunks: Chipwrecked,(2011),G,"
Animation, Adventure, Comedy            ","

4.3
","34,436",$133.11M,family
Wonder,(I) (2017),PG,"
Drama, Family            ","

7.9
","158,483",$132.42M,family
The Last Airbender,(2010),PG,"
Action, Adventure, Family            ","

4.0
","160,859",$131.56M,family
Rio 2,(2014),G,"
Animation, Adventure, Comedy            ","

6.3
","87,610",$131.54M,family
"Honey, I Shrunk the Kids",(1989),PG,"
Adventure, Comedy, Family            ","

6.4
","151,397",$130.72M,family
The Flintstones,(1994),PG,"
Comedy, Family, Fantasy            ","

4.9
","80,173",$130.51M,family
The Peanuts Movie,(2015),G,"
Animation, Adventure, Comedy            ","

7.0
","45,078",$130.18M,family
Robots,(2005),PG,"
Animation, Adventure, Comedy            ","

6.4
","142,669",$128.20M,family
Enchanted,(2007),PG,"
Animation, Adventure, Comedy            ","

7.1
","193,446",$127.81M,family
Bee Movie,(2007),PG,"
Animation, Adventure, Comedy            ","

6.1
","156,143",$126.63M,family
Cloudy with a Chance of Meatballs,(2009),PG,"
Animation, Adventure, Comedy            ","

7.0
","223,507",$124.87M,family
Rango,(2011),PG,"
Animation, Action, Adventure            ","

7.2
","255,192",$123.48M,family
The Good Dinosaur,(2015),PG,"
Animation, Adventure, Comedy            ","

6.7
","111,398",$123.09M,family
Mulan,(1998),G,"
Animation, Adventure, Comedy            ","

7.6
","276,899",$120.62M,family
Cloudy with a Chance of Meatballs 2,(2013),PG,"
Animation, Adventure, Comedy            ","

6.4
","99,440",$119.79M,family
Hook,(1991),PG,"
Adventure, Comedy, Family            ","

6.8
","248,477",$119.65M,family
G-Force,(2009),PG,"
Animation, Action, Adventure            ","

5.1
","45,726",$119.44M,family
A Series of Unfortunate Events,(2004),PG,"
Adventure, Comedy, Family            ","

6.8
","205,368",$118.63M,family
Peter Rabbit,(2018),PG,"
Animation, Adventure, Comedy            ","

6.6
","41,351",$115.25M,family
The Karate Kid Part II,(1986),PG,"
Action, Family, Sport            ","

6.1
","87,449",$115.10M,family
Dumbo,(2019),PG,"
Adventure, Family, Fantasy            ","

6.3
","73,199",$114.77M,family
Bolt,(2008),PG,"
Animation, Adventure, Comedy            ","

6.9
","204,092",$114.05M,family
Maleficent: Mistress of Evil,(2019),PG,"
Adventure, Family, Fantasy            ","

6.6
","99,759",$113.93M,family
Night at the Museum: Secret of the Tomb,(2014),PG,"
Adventure, Comedy, Family            ","

6.2
","117,873",$113.75M,family
The Pacifier,(2005),PG,"
Action, Comedy, Drama            ","

5.6
","92,855",$113.09M,family
Dr. Dolittle 2,(2001),PG,"
Comedy, Family, Fantasy            ","

4.7
","44,830",$112.95M,family
Spy Kids,(2001),PG,"
Action, Adventure, Comedy            ","

5.6
","114,943",$112.72M,family
Spy Kids 3: Game Over,(2003),PG,"
Action, Adventure, Comedy            ","

4.3
","59,079",$111.76M,family
The Little Mermaid,(1989),G,"
Animation, Adventure, Comedy            ","

7.6
","253,453",$111.54M,family
Mr. Peabody & Sherman,(2014),PG,"
Animation, Adventure, Comedy            ","

6.8
","68,129",$111.51M,family
Freaky Friday,(2003),PG,"
Comedy, Family, Fantasy            ","

6.3
","134,639",$110.23M,family
Bedtime Stories,(2008),PG,"
Adventure, Comedy, Family            ","

6.0
","93,423",$110.10M,family
The Princess Diaries,(2001),G,"
Comedy, Family, Romance            ","

6.3
","139,704",$108.25M,family
Hop,(2011),PG,"
Animation, Adventure, Comedy            ","

5.4
","33,436",$108.09M,family
Epic,(2013),PG,"
Animation, Action, Adventure            ","

6.6
","103,992",$107.52M,family
Angry Birds,(2016),PG,"
Animation, Action, Adventure            ","

6.3
","89,179",$107.51M,family
Chicken Run,(2000),G,"
Animation, Adventure, Comedy            ","

7.1
","187,148",$106.83M,family
The Lego Movie 2: The Second Part,(2019),PG,"
Animation, Adventure, Comedy            ","

6.6
","62,916",$105.81M,family
George of the Jungle,(1997),PG,"
Action, Adventure, Comedy            ","

5.5
","76,204",$105.26M,family
The Princess and the Frog,(2009),G,"
Animation, Adventure, Comedy            ","

7.1
","137,787",$104.40M,family
The Chronicles of Narnia: The Voyage of the Dawn Treader,(2010),PG,"
Adventure, Family, Fantasy            ","

6.3
","150,869",$104.39M,family
Daddy Day Care,(2003),PG,"
Comedy, Family            ","

5.6
","67,495",$104.30M,family
Journey 2: The Mysterious Island,(2012),PG,"
Action, Adventure, Comedy            ","

5.7
","101,952",$103.86M,family
Rise of the Guardians,(2012),PG,"
Animation, Action, Adventure            ","

7.3
","169,786",$103.41M,family
Bambi,(1942),G,"
Animation, Adventure, Drama            ","

7.3
","139,391",$102.80M,family
Mary Poppins,(1964),G,"
Comedy, Family, Fantasy            ","

7.8
","167,928",$102.27M,family
Journey to the Center of the Earth,(2008),PG,"
Action, Adventure, Family            ","

5.8
","120,406",$101.70M,family
The Prince of Egypt,(1998),PG,"
Animation, Adventure, Drama            ","

7.1
","127,909",$101.22M,family
The Cat in the Hat,(2003),PG,"
Adventure, Comedy, Family            ","

4.1
","81,479",$101.15M,family
A Wrinkle in Time,(2018),PG,"
Adventure, Family, Fantasy            ","

4.2
","44,157",$100.48M,family
Jumanji,(1995),PG,"
Adventure, Comedy, Family            ","

7.0
","333,612",$100.48M,family
Evan Almighty,(2007),PG,"
Comedy, Family, Fantasy            ","

5.4
","145,430",$100.46M,family
